"ID" "S6_DE.02.17982" "S6_DE.03.21762" "S6_DE.08.4808" "S6_GR.10824" "S6_GR.3810" "S6_GR.5549.D" "S6_GR.6296.D" "S6_GR.7150" "S6_GR.9320" "S6_M140" "S6_M141" "S6_M156"
"NM_001287589" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_000110" 1 59 0 0 0 0 6 0 0 0 3 108
"NM_000113" 29 94 0 7 0 0 13 0 9 2 41 153
"NM_000112" 7 127 0 13 0 14 51 0 52 0 21 149
"NM_000115" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_000117" 12 12 0 27 0 21 0 0 9 9 37 37
"NM_000116" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_003348" 39 389 0 13 0 15 41 0 50 0 98 425
"NM_001205201" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001170331" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001170330" 24 0 0 28 0 23 67 0 0 10 59 0
"NM_032873" 6 22 3 8 0 10 85 0 131 11 3 201
"NM_001205207" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.20900.1" 0 11 0 0 0 0 0 0 0 0 1 2
"NM_001272037" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.3011.1" 0 3 0 0 0 0 0 0 16 0 0 0
"NM_001272036" 15 61 0 7 0 14 16 0 20 16 33 56
"NM_005601" 0 0 0 0 0 4 3 0 0 0 0 0
"NM_001001998" 0 9 0 0 0 0 0 0 6 0 0 80
"NM_001001996" 0 0 0 0 0 0 0 0 8 0 0 0
"NM_001146267" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001001994" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001001995" 0 6 0 0 0 0 0 0 6 0 0 6
"NM_001001992" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001146260" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001146261" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.12213.1" 1 7 0 0 0 0 0 0 15 0 0 4
"NM_001129828" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001303450" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001080139" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.19947.1" 2 24 0 0 0 2 9 0 91 0 0 38
"NM_001080137" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.2107.2" 0 68 0 0 0 0 0 0 0 0 0 17
"NR_106728" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001024401" 0 0 0 0 0 0 0 0 2 3 0 0
"NR_110309" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001300967" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_106729" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001145511" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_012255" 0 560 0 0 0 3 5 0 12 0 5 734
"NM_001145513" 10 444 0 8 0 6 94 0 79 4 29 706
"NM_001145512" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001145515" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001145514" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_028059" 0 23 0 0 0 0 0 0 4 0 7 5
"NM_012254" 0 16 0 0 0 0 0 0 0 0 0 31
"NR_028057" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_027878" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_028052" 16 209 0 13 0 15 25 0 26 0 35 215
"NR_028051" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_028050" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_106722" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001254717" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.20976.1" 0 5 0 0 0 0 0 0 12 0 0 5
"NM_032870" 54 104 26 39 0 47 128 53 211 45 80 272
"NR_106720" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001002916" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_106721" 0 0 0 0 0 0 0 0 0 0 0 2
"NM_002377" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_012253" 0 0 0 0 0 0 0 0 0 0 0 4
"MSTRG.12446.1" 0 0 0 0 0 0 0 0 7 0 0 0
"NM_004803" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_012252" 0 15 0 0 0 0 0 0 0 0 0 17
"NR_001554_1" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_004802" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001035256" 0 0 0 0 0 0 0 0 6 0 0 3
"NM_001035254" 1 28 0 10 0 9 14 0 49 21 7 41
"NM_006459" 8 88 0 0 0 2 6 0 3 0 15 96
"NM_001243027" 0 0 0 0 0 0 0 0 0 0 0 17
"MSTRG.19501.1" 0 4 0 1 0 0 4 0 25 0 0 3
"NM_006452" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_006453" 0 0 0 0 0 0 0 0 0 0 0 5
"NM_001243028" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_006451" 4 124 0 0 0 0 8 0 3 0 6 163
"NM_006456" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_006457" 3 0 0 0 0 0 0 0 0 0 5 0
"NM_001035258" 0 133 0 0 0 0 0 0 99 0 0 271
"NM_006455" 0 0 0 0 0 0 0 0 0 0 0 7
"NM_001127362" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.19553.1" 0 0 0 0 0 2 5 0 23 0 0 6
"NM_001127360" 0 0 0 0 0 0 5 0 0 0 5 0
"NM_001127361" 4 57 0 9 0 11 4 0 0 3 16 2
"NM_001127366" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001127364" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001044305" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_021487" 0 0 0 0 0 0 0 0 0 0 0 2
"NR_021485" 0 0 0 1 0 0 0 0 0 0 0 0
"MSTRG.9288.1" 0 0 0 0 0 1 7 0 44 0 0 12
"NR_021489" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_102391_1" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110719" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.1543.4" 0 0 0 0 0 0 0 0 0 0 0 202
"NR_110717" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.18086.2" 0 12 0 0 0 0 0 0 0 0 0 0
"NR_036213" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.8893.1" 0 0 0 0 0 0 1 0 14 0 0 7
"NM_001286358" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001286353" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001286352" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001286351" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001286350" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001286357" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.15051.1" 0 98 0 0 0 0 0 6 0 5 0 143
"NM_001286355" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001286354" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_038293" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.14426.1" 0 0 0 1 0 0 2 0 20 0 0 0
"NM_014447" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.5208.1" 0 0 1 0 0 0 3 0 12 0 0 1
"MSTRG.15132.1" 0 9 0 0 0 0 0 0 10 0 0 7
"MSTRG.10110.1" 0 0 0 0 0 0 1 0 27 0 0 1
"MSTRG.5639.1" 0 5 0 0 0 0 5 0 32 0 0 6
"NR_110329" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_024278" 0 0 0 0 0 0 6 0 8 0 0 0
"MSTRG.2187.1" 0 0 0 0 0 0 0 0 8 0 0 2
"NR_039973_1" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.9632.1" 0 2 0 0 0 0 3 0 21 0 0 0
"NM_152587" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_152584" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_152585" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_152588" 0 19 0 0 0 0 0 0 6 0 0 29
"NM_152589" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001302493" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.20166.1" 2 10 0 0 0 0 0 2 20 0 0 9
"NM_001271957" 3 0 0 0 0 0 0 0 0 0 0 0
"NM_001271956" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001271955" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001271954" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001271953" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001271952" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001271951" 0 0 0 0 0 0 0 0 0 0 0 24
"NM_001271950" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110075" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.11654.1" 0 4 0 0 0 0 0 0 15 0 0 3
"NM_001271959" 0 3 0 0 0 0 0 0 0 0 6 3
"NM_001271958" 13 0 0 2 0 2 0 0 0 1 33 49
"NR_102423" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110077" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.8202.1" 0 0 0 0 0 0 0 0 9 0 0 3
"MSTRG.20162.1" 0 3 0 2 0 0 1 0 33 0 0 4
"NR_110076" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001194956" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110246" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110079" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_033869" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_014448" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_105057" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110078" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_144587" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_014449" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_057168" 0 7 0 0 0 0 0 0 12 4 0 3
"MSTRG.8225.4" 42 6 0 28 0 40 80 0 147 12 62 761
"MSTRG.3233.1" 0 0 0 0 0 0 0 0 0 0 0 59
"MSTRG.16512.1" 0 0 0 0 0 0 3 0 19 0 0 3
"MSTRG.11435.1" 0 3 0 0 0 0 0 0 9 0 0 2
"MSTRG.9427.1" 0 19 0 0 0 1 3 0 5 0 0 41
"NM_001194955" 36 4 0 0 0 0 141 0 132 0 0 2
"NM_001286971" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001130047" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001130046" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001130045" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001130043" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001130042" 23 356 0 0 0 0 6 0 8 0 77 310
"NM_001130041" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001130040" 2 25 0 3 0 0 2 0 24 3 0 38
"MSTRG.8723.1" 0 0 0 0 0 0 2 3 9 0 0 0
"NM_001130049" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001130048" 1 33 0 4 0 1 27 0 18 2 11 65
"NM_001242814" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.17845.1" 0 4 0 0 0 0 0 0 0 0 0 12
"NM_001242816" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001242817" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001287000" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001242811" 0 28 0 0 0 0 6 0 0 0 0 16
"MSTRG.7165.2" 0 19 0 0 0 0 0 0 10 0 0 361
"NM_001242813" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001242818" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001242819" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.18053.1" 0 0 0 0 0 0 4 0 22 0 0 6
"NM_001177507" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.3790.1" 0 0 0 0 0 0 0 0 13 0 0 0
"MSTRG.21217.1" 0 0 0 0 0 0 1 0 11 0 0 0
"MSTRG.4579.1" 0 0 0 0 0 1 1 0 11 0 0 0
"NM_153273" 3 0 1 4 0 7 0 0 3 2 8 6
"NM_030820" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_030821" 0 63 0 0 0 0 10 0 6 0 6 98
"NM_030824" 1 12 1 0 0 0 0 0 6 0 4 9
"NR_110245" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_058207" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.17931.1" 0 0 0 0 0 0 1 0 12 0 0 2
"MSTRG.7621.1" 0 2 0 0 0 0 0 0 12 0 0 0
"MSTRG.19360.1" 0 2 0 0 0 1 14 0 78 0 0 20
"NM_057165" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_199069" 18 28 0 8 0 6 2 0 8 1 42 43
"NM_153270" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.8231.1" 0 1 0 0 0 0 0 0 10 0 0 5
"NM_001286692" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_033970" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_033795" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001286691" 0 0 0 0 0 0 0 0 0 0 1 0
"MSTRG.11827.1" 0 9 0 4 0 0 7 0 35 2 0 10
"NM_001167667" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.19735.1" 0 0 0 0 0 0 2 0 11 0 0 4
"MSTRG.17216.1" 13 87 0 8 0 7 5 0 5 0 19 102
"MSTRG.12547.2" 0 0 0 0 0 0 0 0 1 0 0 249
"NM_001291543_2" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001291543_3" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001291543_1" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.1061.1" 0 20 0 0 0 0 4 0 4 0 0 25
"NM_001128423" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_017886" 0 10 0 0 0 0 0 0 0 0 0 8
"NR_033976" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_017728" 0 5 0 2 0 0 0 0 0 3 7 6
"NM_017729" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_017726" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_017727" 2 4 0 0 0 0 0 0 3 0 19 9
"NM_017724" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_033977" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_017722" 0 7 0 0 0 3 0 0 0 3 11 16
"NM_017723" 10 95 29 3 0 0 3 0 4 2 32 114
"NM_017720" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_017721" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_173362" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.18439.1" 0 0 0 0 0 0 0 0 11 0 0 2
"MSTRG.15914.1" 0 0 0 0 0 0 0 0 10 0 0 0
"NR_110549_1" 0 0 0 0 0 0 0 0 0 0 4 2
"NM_001008487" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.22702.1" 0 0 0 0 0 0 3 20 24 0 0 7
"NR_036268_2" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.15753.1" 0 0 0 0 0 0 3 0 22 0 0 4
"NM_001293213_1" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.18798.1" 0 36 0 0 0 0 0 0 0 0 0 0
"NR_104296" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.18798.3" 0 68 0 0 0 0 7 0 0 0 0 174
"NM_020245" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_126041" 0 5 0 0 0 0 0 0 0 0 0 0
"NR_126040" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_182628" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.15422.1" 0 0 0 0 0 0 5 0 24 0 0 5
"NR_126045" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_126044" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_126047" 2 10 0 0 0 0 0 0 7 0 0 16
"NR_126046" 0 0 0 0 0 2 0 0 0 0 5 0
"NR_126049" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001293213_4" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_182620" 15 372 0 1 0 3 7 0 9 0 26 303
"MSTRG.17896.1" 0 0 0 0 0 0 2 0 8 0 0 3
"NM_182627" 0 20 0 3 0 0 6 0 0 0 21 48
"NM_182625" 0 0 0 0 0 0 0 0 0 0 0 84
"NM_001136557" 9 155 0 4 0 11 26 0 39 0 37 199
"NM_004210" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.4010.1" 0 0 0 0 0 0 2 0 11 0 0 2
"NM_001137548_2" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_020240" 0 327 0 0 0 0 0 0 259 0 0 263
"NR_110320" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001300932" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001300933" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001300930" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_106933_4" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001300936" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001300937" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001131028" 4 27 3 3 0 2 4 1 0 1 4 28
"NM_001291424" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001131026" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001131027" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001131024" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001131025" 0 73 0 0 0 0 0 0 6 0 0 104
"NM_001142426" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001131023" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.18532.1" 0 0 0 0 0 0 0 0 16 0 0 7
"NM_001199378" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001199379" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_033861" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_120535_1" 0 0 0 0 0 0 0 0 0 0 0 7
"NM_001135734" 23 10 0 2 0 7 13 0 12 0 35 16
"NM_001010896" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001135732" 0 0 0 0 0 0 0 0 5 0 0 21
"NM_001135733" 22 303 0 3 0 16 135 0 89 0 19 425
"NM_001135730" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001199377" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_030798" 0 130 0 0 0 0 0 0 0 0 0 134
"MSTRG.14779.3" 0 36 0 0 0 0 0 0 0 0 0 4
"MSTRG.18425.1" 0 0 0 0 0 0 0 0 12 0 0 2
"NM_001300891_2" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.5825.1" 0 9 0 0 0 1 0 0 0 0 0 11
"NM_001163925" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_030790" 14 114 5 12 0 14 27 0 14 4 40 207
"NM_030791" 34 332 12 49 0 74 130 0 455 95 67 569
"NM_030792" 0 3 0 0 0 0 0 0 0 0 0 0
"NM_030793" 4 122 0 0 0 0 6 0 14 0 26 231
"NM_030794" 0 0 0 0 0 0 0 0 0 0 0 16
"NM_030795" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_030796" 6 0 5 0 0 29 0 0 6 21 13 12
"NM_030797" 0 9 0 0 0 3 14 0 0 0 2 42
"NM_145726" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_024247" 3 59 0 2 0 0 12 0 9 0 13 82
"NR_024244" 3 48 0 0 0 0 0 0 0 0 12 35
"NM_145725" 6 469 0 7 0 6 13 0 19 7 24 562
"NR_024243" 0 1 0 0 0 0 0 0 0 0 0 0
"NM_145720" 0 27 0 0 0 0 0 0 0 0 3 19
"NR_024241" 0 16 0 0 0 0 0 0 2 0 0 8
"NR_024248" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_024249" 0 9 0 0 0 0 0 0 0 0 2 8
"NR_046466" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_046467" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_046464" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_046465" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001264573" 24 40 0 0 0 0 0 0 0 0 32 35
"NM_022456" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_020546" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_046461" 0 0 0 0 0 0 3 0 4 0 0 0
"NM_020548" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_020549" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001042406" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.21642.1" 0 17 0 0 0 0 15 0 28 0 1 30
"NR_046468" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_046469" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_172095" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_047599" 0 0 0 0 0 0 1 0 5 0 0 0
"NR_047598" 0 4 0 0 0 0 1 0 7 0 0 11
"MSTRG.16897.1" 0 2 0 0 0 0 5 0 15 0 0 1
"NR_047595" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_047594" 17 186 2 0 0 2 9 0 5 0 41 177
"NR_047597" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_047596" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_047591" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_047590" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_047593" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_047592" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.17195.1" 0 0 0 0 0 0 0 0 16 0 0 1
"NR_030755" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_046571_1" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.13921.1" 3 73 0 0 0 1 6 0 10 0 6 95
"NM_032530" 2 50 2 0 0 0 15 0 15 0 5 77
"MSTRG.18405.1" 0 0 0 0 0 0 0 0 14 0 0 1
"NR_039665" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_039662" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_033865" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.11247.2" 14 85 0 0 0 0 0 0 0 0 0 0
"NM_001010892" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_110327" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_039660" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001136558" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.16161.5" 0 0 0 0 0 0 0 0 0 0 0 50
"MSTRG.16161.4" 0 0 0 0 0 0 0 0 0 0 0 203
"NM_001136555" 0 0 0 0 0 0 1 0 3 0 0 0
"MSTRG.3610.4" 0 891 0 0 0 0 0 0 0 0 0 0
"MSTRG.10120.1" 0 0 0 1 0 0 7 0 210 2 0 28
"MSTRG.8642.1" 0 2 0 0 0 0 2 0 24 0 0 3
"MSTRG.16161.2" 0 1 0 0 0 0 0 0 0 2 0 50
"MSTRG.6116.1" 3 11 0 0 0 1 2 0 6 0 1 10
"MSTRG.14179.1" 0 0 0 0 0 0 2 0 8 0 0 4
"MSTRG.14670.1" 1 12 0 0 0 0 18 0 48 0 0 17
"NM_001142528" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_002728" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_002729" 4 7 0 0 0 11 15 0 54 0 3 30
"NM_032539" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001301080" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_002720" 0 341 0 0 0 0 0 0 0 0 0 0
"NM_001292054" 0 0 0 0 0 0 0 0 0 0 0 8
"NM_002722" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_002723" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.21079.1" 0 0 0 0 0 0 0 0 23 0 0 5
"NM_002725" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_002726" 2 11 0 0 0 0 0 0 5 0 0 21
"NM_002727" 403 4020 0 260 0 280 101 41 51 52 980 4420
"NM_031461" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.12692.1" 0 0 0 0 0 0 0 0 12 0 0 0
"NM_031463" 0 52 0 2 0 3 13 0 12 0 0 44
"NM_001301082" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_031464" 0 4 0 0 0 0 0 0 0 0 0 3
"NM_031467" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_031466" 12 35 3 2 0 0 0 0 14 2 10 18
"NM_031469" 0 3 0 4 0 4 62 0 6 0 0 150
"NR_027254" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.4960.1" 0 6 0 0 0 0 2 0 32 0 0 6
"NM_001008396" 0 0 0 0 0 0 0 0 0 0 0 9
"NR_125761" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_125760" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_125763" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_125762" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_125765" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_125764" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_125767" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_125766" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_125769" 0 0 0 0 0 0 0 0 0 0 0 0
"NR_125768" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.12944.1" 1 14 0 0 0 0 14 0 15 0 1 14
"NR_125995" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001291954" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.14330.1" 0 2 0 0 0 0 0 0 12 0 1 6
"NM_001167917" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001270375" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.4827.1" 8 971 0 19 1 26 513 112 878 18 4 2368
"NM_078485" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.5072.1" 0 11 0 0 0 1 1 0 9 0 0 5
"NR_028415" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.19705.1" 0 0 0 0 0 0 0 0 9 0 0 0
"MSTRG.4371.1" 0 0 0 0 0 0 0 0 11 0 0 0
"MSTRG.6303.1" 9 15 0 4 0 0 3 0 3 1 17 24
"NM_018905" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.5149.1" 68 454 0 0 0 0 0 0 5 0 169 404
"MSTRG.5846.1" 0 0 0 0 0 0 0 0 11 0 0 3
"NR_028414" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.4331.1" 0 11 0 0 0 1 3 16 18 0 0 8
"NM_001145258" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_025142" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001145252" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001145250" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001145256" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001146206" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_001145255" 0 0 0 0 0 0 0 0 0 0 0 0
"NM_025140" 0 0 0 0 0 0 0 0 0 0 0 0
"MSTRG.2813.1" 0 0 0 0 0 0 0 0 10 0 0 0
